,id,crystal_system,point_group
757,mp-10172,hexagonal,6/mmm
758,mp-1017207,orthorhombic,mm2
759,mp-1017220,tetragonal,4/mmm
760,mp-1017230,orthorhombic,mm2
761,mp-1017241,orthorhombic,mm2
762,mp-1017277,orthorhombic,mm2
763,mp-10173,hexagonal,6/mmm
764,mp-1017347,orthorhombic,mm2
765,mp-1017377,orthorhombic,mm2
766,mp-1017387,orthorhombic,mm2
767,mp-1017418,orthorhombic,mm2
768,mp-1017427,orthorhombic,mm2
769,mp-1017439,cubic,m-3m
770,mp-1017441,cubic,m-3m
771,mp-1017446,cubic,m-3m
772,mp-1017447,cubic,m-3m
773,mp-1017459,orthorhombic,mm2
774,mp-1017465,cubic,m-3m
775,mp-1017467,cubic,m-3m
776,mp-1017491,orthorhombic,mm2
777,mp-1017497,orthorhombic,mm2
778,mp-10175,cubic,m-3m
779,mp-1017507,orthorhombic,mmm
780,mp-1017508,trigonal,-3m
781,mp-1017509,tetragonal,4/mmm
782,mp-1017510,hexagonal,6/mmm
783,mp-1017511,tetragonal,4/mmm
784,mp-1017514,trigonal,-3m
785,mp-1017515,cubic,-43m
786,mp-1017516,cubic,m-3m
787,mp-1017519,cubic,m-3m
788,mp-1017529,cubic,m-3m
789,mp-1017530,hexagonal,6/mmm
790,mp-1017531,orthorhombic,mmm
791,mp-1017532,hexagonal,6/mmm
792,mp-1017533,hexagonal,6/mmm
793,mp-1017534,tetragonal,-42m
794,mp-1017539,hexagonal,6mm
795,mp-1017540,tetragonal,4/mmm
796,mp-1017541,tetragonal,4/mmm
797,mp-1017542,cubic,m-3m
798,mp-1017543,cubic,m-3m
799,mp-1017544,cubic,m-3m
800,mp-1017545,orthorhombic,mmm
801,mp-1017546,hexagonal,6/mmm
802,mp-1017548,trigonal,-3m
803,mp-1017549,trigonal,-3m
804,mp-1017550,trigonal,-3m
805,mp-1017551,tetragonal,-42m
806,mp-1017552,trigonal,-3m
807,mp-1017553,cubic,m-3m
808,mp-1017554,cubic,m-3m
809,mp-1017555,cubic,m-3m
810,mp-1017556,cubic,m-3m
811,mp-1017557,cubic,m-3m
812,mp-1017558,cubic,m-3m
813,mp-1017559,trigonal,-3m
814,mp-1017563,cubic,m-3m
815,mp-1017564,trigonal,-3m
816,mp-1017565,trigonal,-3m
817,mp-1017566,cubic,m-3m
818,mp-1017567,trigonal,-3m
819,mp-1017577,cubic,m-3m
820,mp-1017578,cubic,m-3m
821,mp-1017579,trigonal,-3m
822,mp-1017580,cubic,m-3m
823,mp-1017581,cubic,m-3m
824,mp-1017582,cubic,m-3m
825,mp-1017591,cubic,m-3m
826,mp-1017626,cubic,m-3m
827,mp-1017627,,
828,mp-1017628,,
829,mp-1017629,cubic,m-3m
830,mp-1017630,trigonal,-3m
831,mp-1017631,cubic,m-3m
832,mp-1017632,cubic,m-3m
833,mp-10177,tetragonal,4/mmm
834,mp-10178,cubic,-43m
835,mp-10179,cubic,-43m
836,mp-1017981,cubic,m-3m
837,mp-1017982,hexagonal,6mm
838,mp-1017983,orthorhombic,mmm
839,mp-1017985,tetragonal,4/mmm
840,mp-1017987,hexagonal,-6m2
841,mp-1017988,tetragonal,4/mmm
842,mp-10180,cubic,-43m
843,mp-1018009,cubic,-43m
844,mp-1018012,cubic,-43m
845,mp-1018013,cubic,m-3m
846,mp-1018015,cubic,-43m
847,mp-1018016,cubic,-43m
848,mp-1018017,cubic,m-3m
849,mp-1018018,hexagonal,6mm
850,mp-1018019,hexagonal,6/mmm
851,mp-1018020,trigonal,3m
852,mp-1018021,cubic,m-3m
853,mp-1018022,hexagonal,-6m2
854,mp-1018023,cubic,m-3m
855,mp-1018024,cubic,-43m
856,mp-1018025,trigonal,-3m
857,mp-1018026,tetragonal,4/mmm
858,mp-1018027,hexagonal,-6m2
859,mp-1018028,hexagonal,-6m2
860,mp-1018029,cubic,m-3m
861,mp-1018030,tetragonal,4/mmm
862,mp-1018031,trigonal,-3m
863,mp-1018032,tetragonal,4/mmm
864,mp-1018033,trigonal,-3m
865,mp-1018040,hexagonal,6mm
866,mp-1018041,cubic,-43m
867,mp-1018043,cubic,m-3m
868,mp-1018045,orthorhombic,mmm
869,mp-1018046,cubic,m-3m
870,mp-1018047,orthorhombic,mmm
871,mp-1018048,orthorhombic,mm2
872,mp-1018049,tetragonal,4/mmm
873,mp-1018050,hexagonal,-6m2
874,mp-1018051,trigonal,-3m
875,mp-1018052,orthorhombic,mm2
876,mp-1018053,hexagonal,6/mmm
877,mp-1018054,cubic,m-3m
878,mp-1018055,orthorhombic,mmm
879,mp-1018056,orthorhombic,mmm
880,mp-1018057,orthorhombic,mmm
881,mp-1018059,hexagonal,6mm
882,mp-1018060,tetragonal,4/mmm
883,mp-1018061,cubic,m-3m
884,mp-1018062,tetragonal,4/mmm
885,mp-1018063,cubic,m-3m
886,mp-1018064,orthorhombic,mm2
887,mp-1018065,orthorhombic,mm2
888,mp-1018066,tetragonal,4/mmm
889,mp-1018067,cubic,m-3m
890,mp-1018068,cubic,m-3m
891,mp-1018070,cubic,-43m
892,mp-1018071,cubic,m-3m
893,mp-1018072,trigonal,3m
894,mp-1018073,orthorhombic,mmm
895,mp-1018074,cubic,m-3m
896,mp-1018075,tetragonal,4/mmm
897,mp-1018076,tetragonal,-42m
898,mp-1018077,orthorhombic,mmm
899,mp-1018079,tetragonal,-42m
900,mp-1018080,cubic,m-3m
901,mp-1018081,cubic,m-3m
902,mp-1018082,cubic,m-3m
903,mp-1018083,tetragonal,-42m
904,mp-1018084,trigonal,3m
905,mp-1018085,tetragonal,4/mmm
906,mp-1018086,orthorhombic,mmm
907,mp-1018087,orthorhombic,mmm
908,mp-1018088,cubic,432
909,mp-1018089,tetragonal,-42m
910,mp-1018090,trigonal,3m
911,mp-1018091,trigonal,3m
912,mp-1018093,trigonal,3m
913,mp-1018094,trigonal,3m
914,mp-1018095,trigonal,3m
915,mp-1018096,trigonal,-3m
916,mp-1018097,tetragonal,4/mmm
917,mp-1018098,trigonal,-3m
918,mp-1018099,trigonal,-3m
919,mp-10181,cubic,m-3m
920,mp-1018100,hexagonal,6mm
921,mp-1018101,cubic,m-3m
922,mp-1018102,tetragonal,4/mmm
923,mp-1018103,tetragonal,4/mmm
924,mp-1018104,tetragonal,4/mmm
925,mp-1018105,tetragonal,4/mmm
926,mp-1018106,cubic,-43m
927,mp-1018107,trigonal,-3m
928,mp-1018112,orthorhombic,222
929,mp-1018113,tetragonal,4/mmm
930,mp-1018115,orthorhombic,mmm
931,mp-1018116,hexagonal,-6m2
932,mp-1018117,orthorhombic,mmm
933,mp-1018118,cubic,-43m
934,mp-1018119,cubic,-43m
935,mp-1018120,orthorhombic,222
936,mp-1018121,tetragonal,4/mmm
937,mp-1018122,trigonal,-3m
938,mp-1018123,tetragonal,4/mmm
939,mp-1018124,tetragonal,4/mmm
940,mp-1018125,trigonal,-3m
941,mp-1018126,cubic,-43m
942,mp-1018127,orthorhombic,222
943,mp-1018128,tetragonal,4/mmm
944,mp-1018129,orthorhombic,mmm
945,mp-1018131,tetragonal,4/mmm
946,mp-1018132,cubic,-43m
947,mp-1018133,tetragonal,4/mmm
948,mp-1018134,trigonal,-3m
949,mp-1018135,cubic,-43m
950,mp-1018136,cubic,-43m
951,mp-1018137,trigonal,-3m
952,mp-1018138,trigonal,-3m
953,mp-1018139,cubic,-43m
954,mp-1018140,tetragonal,4/mmm
955,mp-1018141,trigonal,-3m
956,mp-1018142,cubic,-43m
957,mp-1018144,cubic,m-3m
958,mp-1018145,cubic,m-3m
959,mp-1018146,orthorhombic,mm2
960,mp-1018147,orthorhombic,mmm
961,mp-1018148,tetragonal,4/mmm
962,mp-1018149,tetragonal,4/mmm
963,mp-1018150,trigonal,-3m
964,mp-1018151,orthorhombic,mmm
965,mp-1018152,tetragonal,4/mmm
966,mp-1018153,tetragonal,4/mmm
967,mp-1018154,tetragonal,4/mmm
968,mp-1018155,cubic,-43m
969,mp-1018156,tetragonal,4/mmm
970,mp-1018157,cubic,-43m
971,mp-1018158,orthorhombic,222
972,mp-1018159,orthorhombic,222
973,mp-1018160,cubic,m-3m
974,mp-1018161,cubic,-43m
975,mp-1018162,cubic,-43m
976,mp-1018164,cubic,-43m
977,mp-1018165,cubic,m-3m
978,mp-1018166,tetragonal,4/mmm
979,mp-1018176,orthorhombic,mm2
980,mp-1018177,tetragonal,4/mmm
981,mp-1018178,tetragonal,4/mmm
982,mp-1018179,tetragonal,4/mmm
983,mp-10182,cubic,-43m
984,mp-1018275,trigonal,-3m
985,mp-1018276,orthorhombic,mmm
986,mp-10183,cubic,-43m
987,mp-10184,cubic,-43m
988,mp-10185,cubic,m-3m
989,mp-1018627,cubic,m-3m
990,mp-1018628,cubic,m-3m
991,mp-1018629,cubic,m-3m
992,mp-1018630,trigonal,-3m
993,mp-1018631,trigonal,-3m
994,mp-1018632,trigonal,-3m
995,mp-1018633,cubic,m-3m
996,mp-1018634,trigonal,-3m
997,mp-1018635,cubic,m-3m
998,mp-1018636,cubic,m-3m
999,mp-1018637,trigonal,-3m
1000,mp-1018638,cubic,m-3m
1001,mp-1018639,cubic,m-3m
1002,mp-1018640,trigonal,-3m
1003,mp-1018641,cubic,m-3m
1004,mp-1018642,trigonal,-3m
1005,mp-1018643,cubic,m-3m
1006,mp-1018644,cubic,m-3m
1007,mp-1018645,cubic,m-3m
1008,mp-1018646,cubic,m-3m
1009,mp-1018647,cubic,m-3m
1010,mp-1018648,orthorhombic,mmm
1011,mp-1018649,trigonal,3m
1012,mp-1018650,trigonal,-3m
1013,mp-1018651,trigonal,-3m
1014,mp-1018652,tetragonal,4/mmm
1015,mp-1018653,,
1016,mp-1018654,,
1017,mp-1018655,trigonal,-3m
1018,mp-1018656,trigonal,-3m
1019,mp-1018657,hexagonal,6mm
1020,mp-1018658,tetragonal,4/mmm
1021,mp-1018659,hexagonal,6/mmm
1022,mp-1018660,tetragonal,4/mmm
1023,mp-1018661,hexagonal,6/mmm
1024,mp-1018662,hexagonal,6/mmm
1025,mp-1018663,tetragonal,4/mmm
1026,mp-1018664,tetragonal,4/mmm
1027,mp-1018665,tetragonal,4/mmm
1028,mp-1018666,tetragonal,4/mmm
1029,mp-1018667,tetragonal,4/mmm
1030,mp-1018668,hexagonal,6/mmm
1031,mp-1018669,hexagonal,6/mmm
1032,mp-1018671,hexagonal,6/mmm
1033,mp-1018672,orthorhombic,mmm
1034,mp-1018673,tetragonal,4/mmm
1035,mp-1018674,hexagonal,6/mmm
1036,mp-1018675,tetragonal,4/mmm
1037,mp-1018676,hexagonal,6/mmm
1038,mp-1018677,tetragonal,4/mmm
1039,mp-1018678,trigonal,3m
1040,mp-1018679,tetragonal,4/mmm
1041,mp-1018680,hexagonal,6/mmm
1042,mp-1018681,hexagonal,6/mmm
1043,mp-1018682,hexagonal,6/mmm
1044,mp-1018683,tetragonal,4/mmm
1045,mp-1018684,tetragonal,4/mmm
1046,mp-1018685,hexagonal,6/mmm
1047,mp-1018686,hexagonal,6/mmm
1048,mp-1018687,tetragonal,4/mmm
1049,mp-1018688,hexagonal,6/mmm
1050,mp-1018689,hexagonal,6/mmm
1051,mp-1018690,hexagonal,6/mmm
1052,mp-1018691,trigonal,-3m
1053,mp-1018692,tetragonal,4/mmm
1054,mp-1018693,trigonal,-3m
1055,mp-1018694,hexagonal,6mm
1056,mp-1018695,hexagonal,6mm
1057,mp-1018696,hexagonal,6mm
1058,mp-1018697,hexagonal,6mm
1059,mp-1018698,hexagonal,6mm
1060,mp-1018699,orthorhombic,mmm
1061,mp-10187,hexagonal,6/mmm
1062,mp-1018700,tetragonal,4/mmm
1063,mp-1018701,hexagonal,6mm
1064,mp-1018702,orthorhombic,mmm
1065,mp-1018703,hexagonal,6/mmm
1066,mp-1018704,hexagonal,6/mmm
1067,mp-1018705,hexagonal,6/mmm
1068,mp-1018706,tetragonal,4/mmm
1069,mp-1018707,tetragonal,4/mmm
1070,mp-1018708,hexagonal,6/mmm
1071,mp-1018709,tetragonal,-42m
1072,mp-1018710,hexagonal,6/mmm
1073,mp-1018711,hexagonal,6/mmm
1074,mp-1018712,tetragonal,4/mmm
1075,mp-1018713,hexagonal,6mm
1076,mp-1018714,hexagonal,6/mmm
1077,mp-1018715,tetragonal,4/mmm
1078,mp-1018716,hexagonal,6/mmm
1079,mp-1018717,tetragonal,4/mmm
1080,mp-1018718,hexagonal,6/mmm
1081,mp-1018719,orthorhombic,mm2
1082,mp-1018720,tetragonal,4/mmm
1083,mp-1018721,tetragonal,4/mmm
1084,mp-1018722,trigonal,32
1085,mp-1018723,hexagonal,6/mmm
1086,mp-1018724,hexagonal,6/mmm
1087,mp-1018725,tetragonal,4/mmm
1088,mp-1018726,tetragonal,4/mmm
1089,mp-1018727,tetragonal,4/mmm
1090,mp-1018728,tetragonal,4/mmm
1091,mp-1018729,hexagonal,6/mmm
1092,mp-1018730,hexagonal,6/mmm
1093,mp-1018731,orthorhombic,mmm
1094,mp-1018732,tetragonal,4/mmm
1095,mp-1018733,hexagonal,6/mmm
1096,mp-1018734,cubic,m-3m
1097,mp-1018735,tetragonal,4/mmm
1098,mp-1018736,tetragonal,4/mmm
1099,mp-1018737,tetragonal,4/mmm
1100,mp-1018738,tetragonal,4/mmm
1101,mp-1018739,tetragonal,4/mmm
1102,mp-1018740,tetragonal,4/mmm
1103,mp-1018741,hexagonal,6/mmm
1104,mp-1018742,hexagonal,6/mmm
1105,mp-1018743,hexagonal,6/mmm
1106,mp-1018744,hexagonal,6/mmm
1107,mp-1018745,hexagonal,6/mmm
1108,mp-1018746,hexagonal,6/mmm
1109,mp-1018747,tetragonal,4/mmm
1110,mp-1018751,tetragonal,4/mmm
1111,mp-1018752,tetragonal,4/mmm
1112,mp-1018753,hexagonal,6/mmm
1113,mp-1018755,hexagonal,6/mmm
1114,mp-1018757,hexagonal,6/mmm
1115,mp-1018758,hexagonal,6/mmm
1116,mp-1018761,trigonal,-3m
1117,mp-1018762,trigonal,-3m
1118,mp-1018763,trigonal,-3m
1119,mp-1018764,trigonal,-3m
1120,mp-1018766,trigonal,-3m
1121,mp-1018768,trigonal,-3m
1122,mp-1018769,trigonal,-3m
1123,mp-1018770,trigonal,-3m
1124,mp-1018779,trigonal,-3m
1125,mp-1018780,trigonal,-3m
1126,mp-1018781,trigonal,-3m
1127,mp-1018782,trigonal,-3m
1128,mp-1018783,monoclinic,2/m
1129,mp-1018784,trigonal,-3m
1130,mp-1018785,hexagonal,6/mmm
1131,mp-1018786,tetragonal,4/mmm
1132,mp-1018789,orthorhombic,mmm
1133,mp-1018791,trigonal,-3m
1134,mp-1018792,tetragonal,4/mmm
1135,mp-1018793,tetragonal,4/mmm
1136,mp-1018794,hexagonal,6/mmm
1137,mp-1018795,hexagonal,6/mmm
1138,mp-1018796,hexagonal,6/mmm
1139,mp-1018797,tetragonal,4/mmm
1140,mp-1018798,tetragonal,4/mmm
1141,mp-1018799,tetragonal,4/mmm
1142,mp-10188,trigonal,3m
1143,mp-1018800,tetragonal,4/mmm
1144,mp-1018802,tetragonal,4/mmm
1145,mp-1018803,tetragonal,4/mmm
1146,mp-1018804,orthorhombic,mmm
1147,mp-1018806,orthorhombic,mm2
1148,mp-1018807,hexagonal,6/mmm
1149,mp-1018808,tetragonal,4/mmm
1150,mp-1018809,hexagonal,6/mmm
1151,mp-1018810,tetragonal,4/mmm
1152,mp-1018811,tetragonal,4/mmm
1153,mp-1018812,tetragonal,4/mmm
1154,mp-1018813,tetragonal,4/mmm
1155,mp-1018814,tetragonal,4/mmm
1156,mp-1018815,hexagonal,6/mmm
1157,mp-1018817,tetragonal,4/mmm
1158,mp-1018818,tetragonal,4/mmm
1159,mp-1018819,hexagonal,6/mmm
1160,mp-1018821,hexagonal,6/mmm
1161,mp-1018822,hexagonal,6/mmm
1162,mp-1018823,tetragonal,4/mmm
1163,mp-1018825,hexagonal,6/mmm
1164,mp-1018826,hexagonal,6mm
1165,mp-1018849,cubic,m-3m
1166,mp-1018850,hexagonal,6/mmm
1167,mp-1018851,hexagonal,6/mmm
1168,mp-1018852,tetragonal,4/mmm
1169,mp-1018886,tetragonal,4/mmm
1170,mp-1018888,monoclinic,2/m
1171,mp-1018891,monoclinic,2/m
1172,mp-1018892,tetragonal,4/mmm
1173,mp-1018893,hexagonal,6/mmm
1174,mp-1018895,tetragonal,4/mmm
1175,mp-1018896,hexagonal,6/mmm
1176,mp-1018897,tetragonal,4/mmm
1177,mp-1018899,hexagonal,6/mmm
1178,mp-10189,trigonal,-3m
1179,mp-1018900,hexagonal,6/mmm
1180,mp-1018902,hexagonal,6mm
1181,mp-1018936,tetragonal,4/mmm
1182,mp-1018940,tetragonal,4/mmm
1183,mp-1018941,tetragonal,4/mmm
1184,mp-1018942,hexagonal,6/mmm
1185,mp-1018946,hexagonal,6/mmm
1186,mp-1018947,hexagonal,6/mmm
1187,mp-1018948,hexagonal,6/mmm
1188,mp-1018949,tetragonal,4/mmm
1189,mp-1018952,hexagonal,6/mmm
1190,mp-1019,cubic,m-3m
1191,mp-10190,cubic,m-3m
1192,mp-1019051,hexagonal,6/mmm
1193,mp-1019052,cubic,m-3m
1194,mp-1019054,hexagonal,6/mmm
1195,mp-1019055,tetragonal,4/mmm
1196,mp-1019077,monoclinic,2/m
1197,mp-1019078,monoclinic,2/m
1198,mp-1019080,monoclinic,m
1199,mp-1019082,tetragonal,4/mmm
1200,mp-1019083,hexagonal,6/mmm
1201,mp-1019086,tetragonal,-42m
1202,mp-1019087,hexagonal,6/mmm
1203,mp-1019089,tetragonal,4/mmm
1204,mp-1019091,tetragonal,4/mmm
1205,mp-1019094,hexagonal,6mm
1206,mp-1019097,tetragonal,4/mmm
1207,mp-1019099,tetragonal,4/mmm
1208,mp-1019100,tetragonal,4/mmm
1209,mp-1019101,hexagonal,6mm
1210,mp-1019102,tetragonal,4/mmm
1211,mp-1019103,hexagonal,6/mmm
1212,mp-1019104,hexagonal,6mm
1213,mp-1019105,tetragonal,4/mmm
1214,mp-1019108,tetragonal,4/mmm
1215,mp-1019109,tetragonal,4/mmm
1216,mp-1019110,hexagonal,6/mmm
1217,mp-1019138,tetragonal,4/mmm
1218,mp-10192,cubic,m-3m
1219,mp-1019238,tetragonal,4/mmm
1220,mp-1019239,orthorhombic,mmm
1221,mp-1019253,tetragonal,4/mmm
1222,mp-1019255,hexagonal,6/mmm
1223,mp-1019256,hexagonal,6/mmm
1224,mp-1019257,hexagonal,6/mmm
1225,mp-1019258,hexagonal,6/mmm
1226,mp-1019259,hexagonal,6mm
1227,mp-1019262,hexagonal,6/mmm
1228,mp-1019266,tetragonal,4/mmm
1229,mp-1019269,trigonal,-3m
1230,mp-1019270,hexagonal,6/mmm
1231,mp-1019271,,
1232,mp-1019272,hexagonal,6/mmm
1233,mp-1019273,hexagonal,6/mmm
1234,mp-1019275,hexagonal,6/mmm
1235,mp-1019276,hexagonal,6/mmm
1236,mp-1019277,hexagonal,6mm
1237,mp-1019278,hexagonal,6mm
1238,mp-1019279,hexagonal,6/mmm
1239,mp-1019280,hexagonal,6/mmm
1240,mp-1019281,hexagonal,6/mmm
1241,mp-10193,hexagonal,-6m2
1242,mp-1019315,hexagonal,6/mmm
1243,mp-1019316,hexagonal,6/mmm
1244,mp-1019317,hexagonal,6/mmm
1245,mp-1019319,cubic,m-3m
1246,mp-1019322,hexagonal,6/mmm
1247,mp-1019324,tetragonal,4/mmm
1248,mp-1019378,cubic,-43m
1249,mp-1019379,cubic,-43m
1250,mp-1019380,cubic,-43m
1251,mp-10194,cubic,-43m
1252,mp-10195,cubic,m-3m
1253,mp-1019508,cubic,-43m
1254,mp-1019519,orthorhombic,mmm
1255,mp-1019541,cubic,m-3m
1256,mp-1019564,cubic,m-3m
1257,mp-10196,trigonal,-3m
1258,mp-10197,cubic,m-3m
1259,mp-1019740,cubic,-43m
1260,mp-1019743,cubic,-43m
1261,mp-10198,cubic,m-3m
1262,mp-1019888,tetragonal,4/mmm
1263,mp-102,cubic,m-3m
1264,mp-1020,cubic,m-3m
1265,mp-10200,hexagonal,6/mmm
1266,mp-10201,tetragonal,4/mmm
1267,mp-10204,hexagonal,6/mmm
1268,mp-1020578,cubic,m-3m
1269,mp-10208,hexagonal,6/mmm
1270,mp-10209,hexagonal,-6m2
1271,mp-1021157,orthorhombic,mm2
1272,mp-1021159,orthorhombic,mm2
1273,mp-1021161,orthorhombic,mm2
1274,mp-1021162,orthorhombic,mm2
1275,mp-10212,orthorhombic,mmm
1276,mp-10213,tetragonal,4/mmm
1277,mp-1021305,orthorhombic,mm2
1278,mp-1021311,orthorhombic,mm2
1279,mp-1021313,orthorhombic,mm2
1280,mp-1021327,tetragonal,4/mmm
1281,mp-1021328,cubic,-43m
1282,mp-1021342,orthorhombic,mm2
1283,mp-1021374,orthorhombic,mm2
1284,mp-1021383,,
1285,mp-1021389,orthorhombic,mm2
1286,mp-1021393,tetragonal,4/mmm
1287,mp-10214,trigonal,-3m
1288,mp-1021419,tetragonal,4/mmm
1289,mp-1021423,tetragonal,4/mmm
1290,mp-1021424,,
1291,mp-1021431,tetragonal,4/mmm
1292,mp-1021449,orthorhombic,mm2
1293,mp-1021478,tetragonal,4/mmm
1294,mp-1021484,hexagonal,-6m2
1295,mp-1021488,,
1296,mp-1021489,cubic,m-3m
1297,mp-1021497,tetragonal,-42m
1298,mp-1021503,cubic,m-3m
1299,mp-1021511,trigonal,3m
1300,mp-1021516,cubic,m-3m
1301,mp-1021520,,
1302,mp-1021659,tetragonal,4/mmm
1303,mp-1021660,cubic,-43m
1304,mp-1021666,cubic,m-3m
1305,mp-1021667,cubic,m-3m
1306,mp-1021668,cubic,m-3m
1307,mp-1021669,tetragonal,4/mmm
1308,mp-1021670,trigonal,3m
1309,mp-1021672,tetragonal,4/mmm
1310,mp-1021674,cubic,m-3m
1311,mp-1021747,orthorhombic,mm2
1312,mp-1021779,orthorhombic,mm2
1313,mp-1021848,tetragonal,4/mmm
1314,mp-10219,tetragonal,4/mmm
1315,mp-1021905,orthorhombic,mm2
1316,mp-1022,cubic,m-3m
1317,mp-1022026,orthorhombic,mm2
1318,mp-1022051,orthorhombic,mm2
1319,mp-1022081,orthorhombic,mm2
1320,mp-1022089,orthorhombic,mm2
1321,mp-1022107,orthorhombic,mm2
1322,mp-1022109,orthorhombic,mm2
1323,mp-1022116,orthorhombic,mm2
1324,mp-1022119,orthorhombic,mm2
1325,mp-1022123,orthorhombic,mm2
1326,mp-1022140,orthorhombic,mm2
1327,mp-1022207,orthorhombic,mm2
1328,mp-1022221,orthorhombic,mm2
1329,mp-1022318,orthorhombic,mm2
1330,mp-1022387,orthorhombic,mm2
1331,mp-10224,trigonal,-3m
1332,mp-1022488,tetragonal,4/mmm
1333,mp-1022489,orthorhombic,mm2
1334,mp-1022493,orthorhombic,mm2
1335,mp-1022494,orthorhombic,mm2
1336,mp-10225,trigonal,3m
1337,mp-1022514,tetragonal,4/mmm
1338,mp-1022517,orthorhombic,mm2
1339,mp-1022553,orthorhombic,mm2
1340,mp-1022554,orthorhombic,mm2
1341,mp-1022583,orthorhombic,mm2
1342,mp-1022584,hexagonal,-6m2
1343,mp-10226,trigonal,-3m
1344,mp-1022622,orthorhombic,mm2
1345,mp-1022656,orthorhombic,mm2
1346,mp-1022672,orthorhombic,mm2
1347,mp-1022684,orthorhombic,mm2
1348,mp-1022697,orthorhombic,mmm
1349,mp-1022712,orthorhombic,mm2
1350,mp-1022713,orthorhombic,mm2
1351,mp-1022718,orthorhombic,mm2
1352,mp-1022721,cubic,m-3m
1353,mp-1022722,tetragonal,4/mmm
1354,mp-1022723,tetragonal,4/mmm
1355,mp-1022724,tetragonal,4/mmm
1356,mp-1022725,cubic,m-3m
1357,mp-1022728,tetragonal,4/mmm
1358,mp-1022729,cubic,m-3m
1359,mp-1022732,tetragonal,4/mmm
1360,mp-10228,trigonal,-3m
1361,mp-1022804,tetragonal,4/mmm
1362,mp-10229,cubic,m-3m
1363,mp-1022923,orthorhombic,mmm
1364,mp-1022924,orthorhombic,mm2
1365,mp-1022963,orthorhombic,mm2
1366,mp-10231,trigonal,3m
1367,mp-1023124,tetragonal,-4
1368,mp-1023125,tetragonal,4/mmm
1369,mp-1023128,cubic,m-3m
1370,mp-1023129,cubic,m-3m
1371,mp-1023161,,
1372,mp-1023164,orthorhombic,mm2
1373,mp-1023193,tetragonal,4/mmm
1374,mp-10232,trigonal,3m
1375,mp-1023208,,
1376,mp-1023213,orthorhombic,mm2
1377,mp-1023215,orthorhombic,mm2
1378,mp-1023227,tetragonal,4/mmm
1379,mp-1023247,orthorhombic,mm2
1380,mp-1023319,orthorhombic,mm2
1381,mp-1023325,orthorhombic,mm2
1382,mp-1023329,tetragonal,4/mmm
1383,mp-1023362,orthorhombic,mm2
1384,mp-1023365,orthorhombic,mm2
1385,mp-1023366,tetragonal,4/mmm
1386,mp-1023900,orthorhombic,mmm
1387,mp-1023918,,
1388,mp-1023923,trigonal,3m
1389,mp-1023924,hexagonal,-6m2
1390,mp-1023925,trigonal,-3m
1391,mp-1023926,hexagonal,-6m2
1392,mp-1023927,trigonal,3m
1393,mp-1023928,trigonal,3m
1394,mp-1023929,trigonal,3m
1395,mp-1023930,trigonal,3m
1396,mp-1023931,trigonal,3m
1397,mp-1023932,trigonal,3m
1398,mp-1023933,trigonal,-3m
1399,mp-1023934,hexagonal,-6m2
1400,mp-1023935,hexagonal,-6m2
1401,mp-1023936,hexagonal,-6m2
1402,mp-1023937,hexagonal,-6m2
1403,mp-1023938,trigonal,-3m
1404,mp-1023939,trigonal,-3m
1405,mp-1023940,trigonal,-3m
1406,mp-1023941,trigonal,3m
1407,mp-1023942,trigonal,-3m
1408,mp-1023943,trigonal,3m
1409,mp-1023945,trigonal,3m
1410,mp-1023948,trigonal,3m
1411,mp-1023953,trigonal,3m
1412,mp-1023954,trigonal,3m
1413,mp-1023955,trigonal,3m
1414,mp-1023959,trigonal,3m
1415,mp-1023963,trigonal,3m
1416,mp-1024,trigonal,-3m
1417,mp-1024071,hexagonal,-6m2
1418,mp-1024940,cubic,-43m
1419,mp-1024941,hexagonal,6/mmm
1420,mp-1024947,orthorhombic,mmm
1421,mp-1024948,orthorhombic,mmm
1422,mp-1024951,tetragonal,4/mmm
1423,mp-1024954,hexagonal,6mm
1424,mp-1024955,hexagonal,6/mmm
1425,mp-1024956,tetragonal,4/mmm
1426,mp-1024957,cubic,-43m
1427,mp-1024958,trigonal,-3m
1428,mp-1024960,tetragonal,4/mmm
1429,mp-1024962,cubic,-43m
1430,mp-1024963,tetragonal,4/mmm
1431,mp-1024964,hexagonal,6mm
1432,mp-1024972,hexagonal,6/mmm
1433,mp-1024974,hexagonal,6/mmm
1434,mp-1024975,tetragonal,4/mmm
1435,mp-1024977,cubic,-43m
1436,mp-1024983,cubic,-43m
1437,mp-1024984,cubic,-43m
1438,mp-1024985,orthorhombic,mmm
1439,mp-1024986,hexagonal,6mm
1440,mp-1024987,cubic,-43m
1441,mp-1024988,trigonal,-3m
1442,mp-1024989,tetragonal,4/mmm
1443,mp-1024990,hexagonal,6/mmm
1444,mp-1024991,orthorhombic,mmm
1445,mp-1024993,hexagonal,6/mmm
1446,mp-1024994,cubic,-43m
1447,mp-1024996,hexagonal,6/mmm
1448,mp-1024998,,
1449,mp-1024999,,
1450,mp-10250,cubic,m-3m
1451,mp-1025001,cubic,-43m
1452,mp-1025009,hexagonal,6/mmm
1453,mp-1025010,cubic,-43m
1454,mp-1025011,hexagonal,6/mmm
1455,mp-1025013,cubic,-43m
1456,mp-1025017,hexagonal,6/mmm
1457,mp-1025021,cubic,-43m
1458,mp-1025022,cubic,-43m
1459,mp-1025023,monoclinic,2/m
1460,mp-1025024,hexagonal,6/mmm
